strain	skewi
B_sp._S23321.noSI.rot__with__tRNA-Val_symICE__from__13LoS70_1	0.4631076277
B_sp._S23321.noSI.rot__with__tRNA-Val_symICE__from__13LoS70_2	0.4682608840
B_sp._S23321.noSI.rot__with__tRNA-Val_symICE__from__B_diazoefficiensUSDA_122	0.4810810763
B_sp._S23321.noSI.rot__with__tRNA-Val_symICE__from__B_japonicumE109	0.5058792181
B_sp._S23321.noSI.rot__with__tRNA-Val_symICE__from__B_japonicumJ5	0.4918182094
B_sp._S23321.noSI.rot__with__tRNA-Val_symICE__from__B_japonicum_SEMIA_5079	0.5016792389
B_sp._S23321.noSI.rot__with__tRNA-Val_symICE__from__B_sp._WSM1253	0.4809817733
B_sp._S23321.noSI.rot__with__tRNA-Val_symICE__from__B_sp._WSM1417_Bra1417	0.4901905896
B_sp._S23321.noSI.rot__with__tRNA-Val_symICE__from__B_sp._WSM471	0.4786299980
B_sp._S23321.noSI.rot__with__tRNA-Val_symICE__from__CW1	0.5057741721
B_sp._S23321.noSI.rot__with__tRNA-Val_symICE__from__inoc4-2	0.4804317379
B_sp._S23321.noSI.rot__with__tRNA-Val_symICE__from__USDA110	0.4962974693
B_sp._S23321.noSI.rot__with__tRNA-Val_symICE__from__USDA6	0.5056144003
B_sp._SK17CBNU.noSI.rot__with__tRNA-Gln_symICE__from__LMTR_13	0.4862900929
B_sp._SK17CBNU.noSI.rot__with__tRNA-Gln_symICE__from__LMTR_13__wrongdir	0.6229891512
B_sp._SK17CBNU.noSI.rot__with__tRNA-Glu_symICE__from__B_elkanii_USDA_76_Brael	0.6562563447
B_sp._SK17CBNU.noSI.rot__with__tRNA-Glu_symICE__from__B_elkanii_USDA_76_Brael__wrongdir	0.5332082800
B_sp._SK17CBNU.noSI.rot__with__tRNA-Ile_symICE__from__11LoS11_3	0.5133026799
B_sp._SK17CBNU.noSI.rot__with__tRNA-Ile_symICE__from__11LoS11_3__wrongdir	0.6388017933
B_sp._SK17CBNU.noSI.rot__with__tRNA-Ile_symICE__from__13LoS78_1	0.5179232916
B_sp._SK17CBNU.noSI.rot__with__tRNA-Ile_symICE__from__13LoS78_1__wrongdir	0.6572345458
B_sp._SK17CBNU.noSI.rot__with__tRNA-Ile_symICE__from__B_genosp._SA-4_str._CB756_Brage	0.5244636993
B_sp._SK17CBNU.noSI.rot__with__tRNA-Ile_symICE__from__B_genosp._SA-4_str._CB756_Brage__wrongdir	0.6437623090
B_sp._SK17CBNU.noSI.rot__with__tRNA-Ile_symICE__from__B_sp._CCGE-LA001	0.5413151388
B_sp._SK17CBNU.noSI.rot__with__tRNA-Ile_symICE__from__B_sp._CCGE-LA001__wrongdir	0.6322924730
B_sp._SK17CBNU.noSI.rot__with__tRNA-Pro_symICE__from__inoc2	0.6708227275
B_sp._SK17CBNU.noSI.rot__with__tRNA-Pro_symICE__from__inoc2__wrongdir	0.6516220770
B_sp._SK17CBNU.noSI.rot__with__tRNA-Val_symICE__from__11LoS18_3	0.6131340196
B_sp._SK17CBNU.noSI.rot__with__tRNA-Val_symICE__from__11LoS34_10	0.6593518944
B_sp._SK17CBNU.noSI.rot__with__tRNA-Val_symICE__from__11LoS34_2	0.6406584461
B_sp._SK17CBNU.noSI.rot__with__tRNA-Val_symICE__from__11LoS34_4	0.6389099723
B_sp._SK17CBNU.noSI.rot__with__tRNA-Val_symICE__from__11LoS34_6	0.6604827835
B_sp._SK17CBNU.noSI.rot__with__tRNA-Val_symICE__from__13LoS28_1	0.6572995087
B_sp._SK17CBNU.noSI.rot__with__tRNA-Val_symICE__from__13LoS70_1	0.6149263342
B_sp._SK17CBNU.noSI.rot__with__tRNA-Val_symICE__from__13LoS70_2	0.6297894449
B_sp._SK17CBNU.noSI.rot__with__tRNA-Val_symICE__from__B_diazoefficiensUSDA_122	0.6443512488
B_sp._SK17CBNU.noSI.rot__with__tRNA-Val_symICE__from__B_japonicumE109	0.6337537233
B_sp._SK17CBNU.noSI.rot__with__tRNA-Val_symICE__from__B_japonicumJ5	0.6706640762
B_sp._SK17CBNU.noSI.rot__with__tRNA-Val_symICE__from__B_japonicum_SEMIA_5079	0.6238077431
B_sp._SK17CBNU.noSI.rot__with__tRNA-Val_symICE__from__B_sp._WSM1253	0.6116936737
B_sp._SK17CBNU.noSI.rot__with__tRNA-Val_symICE__from__B_sp._WSM1417_Bra1417	0.6368530875
B_sp._SK17CBNU.noSI.rot__with__tRNA-Val_symICE__from__B_sp._WSM471	0.6131908598
B_sp._SK17CBNU.noSI.rot__with__tRNA-Val_symICE__from__CW1	0.6273763157
B_sp._SK17CBNU.noSI.rot__with__tRNA-Val_symICE__from__inoc4-2	0.6194251734
B_sp._SK17CBNU.noSI.rot__with__tRNA-Val_symICE__from__USDA110	0.6283165707
B_sp._SK17CBNU.noSI.rot__with__tRNA-Val_symICE__from__USDA6	0.6377701991
B_sp._WSM1253.noSI.rot__with__tRNA-Arg_symICE__from__B_diazoefficiens_NK6	0.4211093116
B_sp._WSM1253.noSI.rot__with__tRNA-Gln_symICE__from__LMTR_13	0.3402855498
B_sp._WSM1253.noSI.rot__with__tRNA-Gln_symICE__from__LMTR_13__wrongdir	0.4773132880
B_sp._WSM1253.noSI.rot__with__tRNA-Glu_symICE__from__B_elkanii_USDA_76_Brael	0.4669154947
B_sp._WSM1253.noSI.rot__with__tRNA-Glu_symICE__from__B_elkanii_USDA_76_Brael__wrongdir	0.3530903243
B_sp._WSM1253.noSI.rot__with__tRNA-Ile_symICE__from__11LoS11_3	0.4724960619
B_sp._WSM1253.noSI.rot__with__tRNA-Ile_symICE__from__11LoS11_3__wrongdir	0.3342045316
B_sp._WSM1253.noSI.rot__with__tRNA-Ile_symICE__from__13LoS78_1	0.4992231698
B_sp._WSM1253.noSI.rot__with__tRNA-Ile_symICE__from__13LoS78_1__wrongdir	0.3503722247
B_sp._WSM1253.noSI.rot__with__tRNA-Ile_symICE__from__B_genosp._SA-4_str._CB756_Brage	0.4725906594
B_sp._WSM1253.noSI.rot__with__tRNA-Ile_symICE__from__B_genosp._SA-4_str._CB756_Brage__wrongdir	0.3555900593
B_sp._WSM1253.noSI.rot__with__tRNA-Ile_symICE__from__B_sp._CCGE-LA001	0.4648716977
B_sp._WSM1253.noSI.rot__with__tRNA-Ile_symICE__from__B_sp._CCGE-LA001__wrongdir	0.3593771229
B_sp._WSM1253.noSI.rot__with__tRNA-Pro_symICE__from__inoc2	0.4788328920
B_sp._WSM1253.noSI.rot__with__tRNA-Pro_symICE__from__inoc2__wrongdir	0.4567894340
B_sp._WSM1253.noSI.rot__with__tRNA-Val_symICE__from__11LoS18_3	0.5033956377
B_sp._WSM1253.noSI.rot__with__tRNA-Val_symICE__from__11LoS34_10	0.4991554129
B_sp._WSM1253.noSI.rot__with__tRNA-Val_symICE__from__11LoS34_2	0.4889534366
B_sp._WSM1253.noSI.rot__with__tRNA-Val_symICE__from__11LoS34_4	0.5033476846
B_sp._WSM1253.noSI.rot__with__tRNA-Val_symICE__from__11LoS34_6	0.5014609228
B_sp._WSM1253.noSI.rot__with__tRNA-Val_symICE__from__13LoS28_1	0.5191637021
B_sp._WSM1253.noSI.rot__with__tRNA-Val_symICE__from__13LoS70_1	0.4381721999
B_sp._WSM1253.noSI.rot__with__tRNA-Val_symICE__from__13LoS70_2	0.4816726420
B_sp._WSM1253.noSI.rot__with__tRNA-Val_symICE__from__B_diazoefficiensUSDA_122	0.4927524908
B_sp._WSM1253.noSI.rot__with__tRNA-Val_symICE__from__B_japonicumE109	0.4877775064
B_sp._WSM1253.noSI.rot__with__tRNA-Val_symICE__from__B_japonicumJ5	0.5000771612
B_sp._WSM1253.noSI.rot__with__tRNA-Val_symICE__from__B_japonicum_SEMIA_5079	0.4779060966
B_sp._WSM1253.noSI.rot__with__tRNA-Val_symICE__from__B_sp._WSM1253	0.4701058375
B_sp._WSM1253.noSI.rot__with__tRNA-Val_symICE__from__B_sp._WSM1417_Bra1417	0.4999088129
B_sp._WSM1253.noSI.rot__with__tRNA-Val_symICE__from__B_sp._WSM471	0.4621945541
B_sp._WSM1253.noSI.rot__with__tRNA-Val_symICE__from__CW1	0.4866076311
B_sp._WSM1253.noSI.rot__with__tRNA-Val_symICE__from__inoc4-2	0.4874474661
B_sp._WSM1253.noSI.rot__with__tRNA-Val_symICE__from__USDA110	0.4963318378
B_sp._WSM1253.noSI.rot__with__tRNA-Val_symICE__from__USDA6	0.5085045035
B_sp._WSM1417_Bra1417.noSI.rot__with__tRNA-Arg_symICE__from__B_diazoefficiens_NK6	0.4172838207
B_sp._WSM1417_Bra1417.noSI.rot__with__tRNA-Gln_symICE__from__LMTR_13	0.3331318620
B_sp._WSM1417_Bra1417.noSI.rot__with__tRNA-Gln_symICE__from__LMTR_13__wrongdir	0.4947987951
B_sp._WSM1417_Bra1417.noSI.rot__with__tRNA-Glu_symICE__from__B_elkanii_USDA_76_Brael	0.4652451287
B_sp._WSM1417_Bra1417.noSI.rot__with__tRNA-Glu_symICE__from__B_elkanii_USDA_76_Brael__wrongdir	0.3479983670
B_sp._WSM1417_Bra1417.noSI.rot__with__tRNA-Ile_symICE__from__11LoS11_3	0.4761960716
B_sp._WSM1417_Bra1417.noSI.rot__with__tRNA-Ile_symICE__from__11LoS11_3__wrongdir	0.3351925595
B_sp._WSM1417_Bra1417.noSI.rot__with__tRNA-Ile_symICE__from__13LoS78_1	0.4790476238
B_sp._WSM1417_Bra1417.noSI.rot__with__tRNA-Ile_symICE__from__13LoS78_1__wrongdir	0.3218217370
B_sp._WSM1417_Bra1417.noSI.rot__with__tRNA-Ile_symICE__from__B_genosp._SA-4_str._CB756_Brage	0.4713563050
B_sp._WSM1417_Bra1417.noSI.rot__with__tRNA-Ile_symICE__from__B_genosp._SA-4_str._CB756_Brage__wrongdir	0.3470560784
B_sp._WSM1417_Bra1417.noSI.rot__with__tRNA-Ile_symICE__from__B_sp._CCGE-LA001	0.4468720203
B_sp._WSM1417_Bra1417.noSI.rot__with__tRNA-Ile_symICE__from__B_sp._CCGE-LA001__wrongdir	0.3373323608
B_sp._WSM1417_Bra1417.noSI.rot__with__tRNA-Pro_symICE__from__inoc2	0.4423451317
B_sp._WSM1417_Bra1417.noSI.rot__with__tRNA-Pro_symICE__from__inoc2__wrongdir	0.4080138677
B_sp._WSM1417_Bra1417.noSI.rot__with__tRNA-Val_symICE__from__11LoS18_3	0.4553703702
B_sp._WSM1417_Bra1417.noSI.rot__with__tRNA-Val_symICE__from__11LoS34_10	0.4800651107
B_sp._WSM1417_Bra1417.noSI.rot__with__tRNA-Val_symICE__from__11LoS34_2	0.4578680551
B_sp._WSM1417_Bra1417.noSI.rot__with__tRNA-Val_symICE__from__11LoS34_4	0.4732117924
B_sp._WSM1417_Bra1417.noSI.rot__with__tRNA-Val_symICE__from__11LoS34_6	0.4813023323
B_sp._WSM1417_Bra1417.noSI.rot__with__tRNA-Val_symICE__from__13LoS28_1	0.4669761392
B_sp._WSM1417_Bra1417.noSI.rot__with__tRNA-Val_symICE__from__13LoS70_1	0.4198660664
B_sp._WSM1417_Bra1417.noSI.rot__with__tRNA-Val_symICE__from__13LoS70_2	0.4700563086
B_sp._WSM1417_Bra1417.noSI.rot__with__tRNA-Val_symICE__from__B_diazoefficiensUSDA_122	0.4614725286
B_sp._WSM1417_Bra1417.noSI.rot__with__tRNA-Val_symICE__from__B_japonicumE109	0.4776453236
B_sp._WSM1417_Bra1417.noSI.rot__with__tRNA-Val_symICE__from__B_japonicumJ5	0.4838580586
B_sp._WSM1417_Bra1417.noSI.rot__with__tRNA-Val_symICE__from__B_japonicum_SEMIA_5079	0.4833334298
B_sp._WSM1417_Bra1417.noSI.rot__with__tRNA-Val_symICE__from__B_sp._WSM1253	0.4284867299
B_sp._WSM1417_Bra1417.noSI.rot__with__tRNA-Val_symICE__from__B_sp._WSM1417_Bra1417	0.4497363700
B_sp._WSM1417_Bra1417.noSI.rot__with__tRNA-Val_symICE__from__B_sp._WSM471	0.4448836788
B_sp._WSM1417_Bra1417.noSI.rot__with__tRNA-Val_symICE__from__CW1	0.4565376187
B_sp._WSM1417_Bra1417.noSI.rot__with__tRNA-Val_symICE__from__inoc4-2	0.4633688654
B_sp._WSM1417_Bra1417.noSI.rot__with__tRNA-Val_symICE__from__USDA110	0.4678372602
B_sp._WSM1417_Bra1417.noSI.rot__with__tRNA-Val_symICE__from__USDA6	0.4859982763
B_sp._WSM471.noSI.rot__with__tRNA-Gln_symICE__from__LMTR_13	0.3105696503
B_sp._WSM471.noSI.rot__with__tRNA-Gln_symICE__from__LMTR_13__wrongdir	0.4244039445
B_sp._WSM471.noSI.rot__with__tRNA-Glu_symICE__from__B_elkanii_USDA_76_Brael	0.4146570817
B_sp._WSM471.noSI.rot__with__tRNA-Glu_symICE__from__B_elkanii_USDA_76_Brael__wrongdir	0.3062664768
B_sp._WSM471.noSI.rot__with__tRNA-Ile_symICE__from__11LoS11_3	0.4348970925
B_sp._WSM471.noSI.rot__with__tRNA-Ile_symICE__from__11LoS11_3__wrongdir	0.2911810993
B_sp._WSM471.noSI.rot__with__tRNA-Ile_symICE__from__13LoS78_1	0.4492351276
B_sp._WSM471.noSI.rot__with__tRNA-Ile_symICE__from__13LoS78_1__wrongdir	0.2928715196
B_sp._WSM471.noSI.rot__with__tRNA-Ile_symICE__from__B_genosp._SA-4_str._CB756_Brage	0.4165383894
B_sp._WSM471.noSI.rot__with__tRNA-Ile_symICE__from__B_genosp._SA-4_str._CB756_Brage__wrongdir	0.2810079881
B_sp._WSM471.noSI.rot__with__tRNA-Ile_symICE__from__B_sp._CCGE-LA001	0.4200936582
B_sp._WSM471.noSI.rot__with__tRNA-Ile_symICE__from__B_sp._CCGE-LA001__wrongdir	0.3144413610
B_sp._WSM471.noSI.rot__with__tRNA-Pro_symICE__from__inoc2	0.4312266864
B_sp._WSM471.noSI.rot__with__tRNA-Pro_symICE__from__inoc2__wrongdir	0.4098656121
B_sp._WSM471.noSI.rot__with__tRNA-Val_symICE__from__11LoS18_3	0.4283955848
B_sp._WSM471.noSI.rot__with__tRNA-Val_symICE__from__11LoS34_10	0.4387925080
B_sp._WSM471.noSI.rot__with__tRNA-Val_symICE__from__11LoS34_2	0.4602225830
B_sp._WSM471.noSI.rot__with__tRNA-Val_symICE__from__11LoS34_4	0.4442047316
B_sp._WSM471.noSI.rot__with__tRNA-Val_symICE__from__11LoS34_6	0.4400425741
B_sp._WSM471.noSI.rot__with__tRNA-Val_symICE__from__13LoS28_1	0.4618291931
B_sp._WSM471.noSI.rot__with__tRNA-Val_symICE__from__13LoS70_1	0.4413630175
B_sp._WSM471.noSI.rot__with__tRNA-Val_symICE__from__13LoS70_2	0.4414163613
B_sp._WSM471.noSI.rot__with__tRNA-Val_symICE__from__B_diazoefficiensUSDA_122	0.4370472881
B_sp._WSM471.noSI.rot__with__tRNA-Val_symICE__from__B_japonicumE109	0.4485407516
B_sp._WSM471.noSI.rot__with__tRNA-Val_symICE__from__B_japonicumJ5	0.4765283452
B_sp._WSM471.noSI.rot__with__tRNA-Val_symICE__from__B_japonicum_SEMIA_5079	0.4490057892
B_sp._WSM471.noSI.rot__with__tRNA-Val_symICE__from__B_sp._WSM1253	0.4344498870
B_sp._WSM471.noSI.rot__with__tRNA-Val_symICE__from__B_sp._WSM1417_Bra1417	0.4393591482
B_sp._WSM471.noSI.rot__with__tRNA-Val_symICE__from__B_sp._WSM471	0.4393507732
B_sp._WSM471.noSI.rot__with__tRNA-Val_symICE__from__CW1	0.4437039044
B_sp._WSM471.noSI.rot__with__tRNA-Val_symICE__from__inoc4-2	0.4631735660
B_sp._WSM471.noSI.rot__with__tRNA-Val_symICE__from__USDA110	0.4320069488
B_sp._WSM471.noSI.rot__with__tRNA-Val_symICE__from__USDA6	0.4745907545
CW1.noSI.rot__with__tRNA-Arg_symICE__from__B_diazoefficiens_NK6	0.4036792200
CW1.noSI.rot__with__tRNA-Gln_symICE__from__LMTR_13	0.3151345321
CW1.noSI.rot__with__tRNA-Gln_symICE__from__LMTR_13__wrongdir	0.4578369618
CW1.noSI.rot__with__tRNA-Glu_symICE__from__B_elkanii_USDA_76_Brael	0.4224439508
CW1.noSI.rot__with__tRNA-Glu_symICE__from__B_elkanii_USDA_76_Brael__wrongdir	0.3122938089
CW1.noSI.rot__with__tRNA-Ile_symICE__from__11LoS11_3	0.4574336388
CW1.noSI.rot__with__tRNA-Ile_symICE__from__11LoS11_3__wrongdir	0.3277674105
CW1.noSI.rot__with__tRNA-Ile_symICE__from__13LoS78_1	0.4686759309
CW1.noSI.rot__with__tRNA-Ile_symICE__from__13LoS78_1__wrongdir	0.3005250244
CW1.noSI.rot__with__tRNA-Ile_symICE__from__B_genosp._SA-4_str._CB756_Brage	0.4695531240
CW1.noSI.rot__with__tRNA-Ile_symICE__from__B_genosp._SA-4_str._CB756_Brage__wrongdir	0.3500739576
CW1.noSI.rot__with__tRNA-Ile_symICE__from__B_sp._CCGE-LA001	0.4554354591
CW1.noSI.rot__with__tRNA-Ile_symICE__from__B_sp._CCGE-LA001__wrongdir	0.3418786072
CW1.noSI.rot__with__tRNA-Pro_symICE__from__inoc2	0.4502750515
CW1.noSI.rot__with__tRNA-Pro_symICE__from__inoc2__wrongdir	0.4323663847
CW1.noSI.rot__with__tRNA-Val_symICE__from__11LoS18_3	0.4393595358
CW1.noSI.rot__with__tRNA-Val_symICE__from__11LoS34_10	0.4539772188
CW1.noSI.rot__with__tRNA-Val_symICE__from__11LoS34_2	0.4350738754
CW1.noSI.rot__with__tRNA-Val_symICE__from__11LoS34_4	0.4397521864
CW1.noSI.rot__with__tRNA-Val_symICE__from__11LoS34_6	0.4527761664
CW1.noSI.rot__with__tRNA-Val_symICE__from__13LoS28_1	0.4604976925
CW1.noSI.rot__with__tRNA-Val_symICE__from__13LoS70_1	0.4042038142
CW1.noSI.rot__with__tRNA-Val_symICE__from__13LoS70_2	0.4575714491
CW1.noSI.rot__with__tRNA-Val_symICE__from__B_diazoefficiensUSDA_122	0.4440201314
CW1.noSI.rot__with__tRNA-Val_symICE__from__B_japonicumE109	0.4695611532
CW1.noSI.rot__with__tRNA-Val_symICE__from__B_japonicumJ5	0.4734763719
CW1.noSI.rot__with__tRNA-Val_symICE__from__B_japonicum_SEMIA_5079	0.4762487425
CW1.noSI.rot__with__tRNA-Val_symICE__from__B_sp._WSM1253	0.4329258560
CW1.noSI.rot__with__tRNA-Val_symICE__from__B_sp._WSM1417_Bra1417	0.4521704907
CW1.noSI.rot__with__tRNA-Val_symICE__from__B_sp._WSM471	0.4364229737
CW1.noSI.rot__with__tRNA-Val_symICE__from__CW1	0.4515304952
CW1.noSI.rot__with__tRNA-Val_symICE__from__inoc4-2	0.4324451634
CW1.noSI.rot__with__tRNA-Val_symICE__from__USDA110	0.4612026992
CW1.noSI.rot__with__tRNA-Val_symICE__from__USDA6	0.4556233263
inoc15-2.noSI.rot__with__tRNA-Arg_symICE__from__B_diazoefficiens_NK6	0.3869041463
inoc15-2.noSI.rot__with__tRNA-Gln_symICE__from__LMTR_13	0.2962929469
inoc15-2.noSI.rot__with__tRNA-Gln_symICE__from__LMTR_13__wrongdir	0.4176659612
inoc15-2.noSI.rot__with__tRNA-Glu_symICE__from__B_elkanii_USDA_76_Brael	0.4299804668
inoc15-2.noSI.rot__with__tRNA-Glu_symICE__from__B_elkanii_USDA_76_Brael__wrongdir	0.2967470827
inoc15-2.noSI.rot__with__tRNA-Ile_symICE__from__11LoS11_3	0.4096679227
inoc15-2.noSI.rot__with__tRNA-Ile_symICE__from__11LoS11_3__wrongdir	0.2679060022
inoc15-2.noSI.rot__with__tRNA-Ile_symICE__from__13LoS78_1	0.4510705946
inoc15-2.noSI.rot__with__tRNA-Ile_symICE__from__13LoS78_1__wrongdir	0.2935538790
inoc15-2.noSI.rot__with__tRNA-Ile_symICE__from__B_genosp._SA-4_str._CB756_Brage	0.4184401555
inoc15-2.noSI.rot__with__tRNA-Ile_symICE__from__B_genosp._SA-4_str._CB756_Brage__wrongdir	0.2964947388
inoc15-2.noSI.rot__with__tRNA-Ile_symICE__from__B_sp._CCGE-LA001	0.3964929713
inoc15-2.noSI.rot__with__tRNA-Ile_symICE__from__B_sp._CCGE-LA001__wrongdir	0.2997873686
inoc15-2.noSI.rot__with__tRNA-Pro_symICE__from__inoc2	0.3801754747
inoc15-2.noSI.rot__with__tRNA-Pro_symICE__from__inoc2__wrongdir	0.3571345368
inoc15-2.noSI.rot__with__tRNA-Val_symICE__from__11LoS18_3	0.4286508258
inoc15-2.noSI.rot__with__tRNA-Val_symICE__from__11LoS34_10	0.4206150907
inoc15-2.noSI.rot__with__tRNA-Val_symICE__from__11LoS34_2	0.4328518223
inoc15-2.noSI.rot__with__tRNA-Val_symICE__from__11LoS34_4	0.4375222071
inoc15-2.noSI.rot__with__tRNA-Val_symICE__from__11LoS34_6	0.4218167974
inoc15-2.noSI.rot__with__tRNA-Val_symICE__from__13LoS28_1	0.4175895436
inoc15-2.noSI.rot__with__tRNA-Val_symICE__from__13LoS70_1	0.4233772353
inoc15-2.noSI.rot__with__tRNA-Val_symICE__from__13LoS70_2	0.4042032367
inoc15-2.noSI.rot__with__tRNA-Val_symICE__from__B_diazoefficiensUSDA_122	0.4063626103
inoc15-2.noSI.rot__with__tRNA-Val_symICE__from__B_japonicumE109	0.4067273431
inoc15-2.noSI.rot__with__tRNA-Val_symICE__from__B_japonicumJ5	0.4289857669
inoc15-2.noSI.rot__with__tRNA-Val_symICE__from__B_japonicum_SEMIA_5079	0.4056826858
inoc15-2.noSI.rot__with__tRNA-Val_symICE__from__B_sp._WSM1253	0.3967969944
inoc15-2.noSI.rot__with__tRNA-Val_symICE__from__B_sp._WSM1417_Bra1417	0.3921298927
inoc15-2.noSI.rot__with__tRNA-Val_symICE__from__B_sp._WSM471	0.4330053719
inoc15-2.noSI.rot__with__tRNA-Val_symICE__from__CW1	0.4107432060
inoc15-2.noSI.rot__with__tRNA-Val_symICE__from__inoc4-2	0.3813832649
inoc15-2.noSI.rot__with__tRNA-Val_symICE__from__USDA110	0.4186549717
inoc15-2.noSI.rot__with__tRNA-Val_symICE__from__USDA6	0.4253589730
inoc2.noSI.rot__with__tRNA-Arg_symICE__from__B_diazoefficiens_NK6	0.4400584025
inoc2.noSI.rot__with__tRNA-Gln_symICE__from__LMTR_13	0.4571979415
inoc2.noSI.rot__with__tRNA-Gln_symICE__from__LMTR_13__wrongdir	0.3332464996
inoc2.noSI.rot__with__tRNA-Glu_symICE__from__B_elkanii_USDA_76_Brael	0.4775702874
inoc2.noSI.rot__with__tRNA-Glu_symICE__from__B_elkanii_USDA_76_Brael__wrongdir	0.3651401334
inoc2.noSI.rot__with__tRNA-Ile_symICE__from__11LoS11_3	0.4722134643
inoc2.noSI.rot__with__tRNA-Ile_symICE__from__11LoS11_3__wrongdir	0.3533918550
inoc2.noSI.rot__with__tRNA-Ile_symICE__from__13LoS78_1	0.4572868610
inoc2.noSI.rot__with__tRNA-Ile_symICE__from__13LoS78_1__wrongdir	0.3320167410
inoc2.noSI.rot__with__tRNA-Ile_symICE__from__B_genosp._SA-4_str._CB756_Brage	0.4600577551
inoc2.noSI.rot__with__tRNA-Ile_symICE__from__B_genosp._SA-4_str._CB756_Brage__wrongdir	0.3560092163
inoc2.noSI.rot__with__tRNA-Ile_symICE__from__B_sp._CCGE-LA001	0.4561720125
inoc2.noSI.rot__with__tRNA-Ile_symICE__from__B_sp._CCGE-LA001__wrongdir	0.3717338522
inoc2.noSI.rot__with__tRNA-Pro_symICE__from__inoc2	0.4659005647
inoc2.noSI.rot__with__tRNA-Pro_symICE__from__inoc2__wrongdir	0.4442810489
inoc2.noSI.rot__with__tRNA-Val_symICE__from__11LoS18_3	0.4715804239
inoc2.noSI.rot__with__tRNA-Val_symICE__from__11LoS34_10	0.4774655718
inoc2.noSI.rot__with__tRNA-Val_symICE__from__11LoS34_2	0.4633805053
inoc2.noSI.rot__with__tRNA-Val_symICE__from__11LoS34_4	0.4439822002
inoc2.noSI.rot__with__tRNA-Val_symICE__from__11LoS34_6	0.4754163146
inoc2.noSI.rot__with__tRNA-Val_symICE__from__13LoS28_1	0.4696968286
inoc2.noSI.rot__with__tRNA-Val_symICE__from__13LoS70_1	0.4386259688
inoc2.noSI.rot__with__tRNA-Val_symICE__from__13LoS70_2	0.4864848306
inoc2.noSI.rot__with__tRNA-Val_symICE__from__B_diazoefficiensUSDA_122	0.4620782573
inoc2.noSI.rot__with__tRNA-Val_symICE__from__B_japonicumE109	0.4826776101
inoc2.noSI.rot__with__tRNA-Val_symICE__from__B_japonicumJ5	0.4867063173
inoc2.noSI.rot__with__tRNA-Val_symICE__from__B_japonicum_SEMIA_5079	0.4801269530
inoc2.noSI.rot__with__tRNA-Val_symICE__from__B_sp._WSM1253	0.4488173291
inoc2.noSI.rot__with__tRNA-Val_symICE__from__B_sp._WSM1417_Bra1417	0.4790892452
inoc2.noSI.rot__with__tRNA-Val_symICE__from__B_sp._WSM471	0.4756489727
inoc2.noSI.rot__with__tRNA-Val_symICE__from__CW1	0.4641638253
inoc2.noSI.rot__with__tRNA-Val_symICE__from__inoc4-2	0.4542871715
inoc2.noSI.rot__with__tRNA-Val_symICE__from__USDA110	0.4652500375
inoc2.noSI.rot__with__tRNA-Val_symICE__from__USDA6	0.4625758468
inoc4-2.noSI.rot__with__tRNA-Arg_symICE__from__B_diazoefficiens_NK6	0.4211486562
inoc4-2.noSI.rot__with__tRNA-Gln_symICE__from__LMTR_13	0.4638133336
inoc4-2.noSI.rot__with__tRNA-Gln_symICE__from__LMTR_13__wrongdir	0.3179365593
inoc4-2.noSI.rot__with__tRNA-Glu_symICE__from__B_elkanii_USDA_76_Brael	0.4610804881
inoc4-2.noSI.rot__with__tRNA-Glu_symICE__from__B_elkanii_USDA_76_Brael__wrongdir	0.3429524292
inoc4-2.noSI.rot__with__tRNA-Ile_symICE__from__11LoS11_3	0.4609317521
inoc4-2.noSI.rot__with__tRNA-Ile_symICE__from__11LoS11_3__wrongdir	0.3161034694
inoc4-2.noSI.rot__with__tRNA-Ile_symICE__from__13LoS78_1	0.4902030666
inoc4-2.noSI.rot__with__tRNA-Ile_symICE__from__13LoS78_1__wrongdir	0.3338883132
inoc4-2.noSI.rot__with__tRNA-Ile_symICE__from__B_genosp._SA-4_str._CB756_Brage	0.4598409151
inoc4-2.noSI.rot__with__tRNA-Ile_symICE__from__B_genosp._SA-4_str._CB756_Brage__wrongdir	0.3245198829
inoc4-2.noSI.rot__with__tRNA-Ile_symICE__from__B_sp._CCGE-LA001	0.4461822454
inoc4-2.noSI.rot__with__tRNA-Ile_symICE__from__B_sp._CCGE-LA001__wrongdir	0.3308339945
inoc4-2.noSI.rot__with__tRNA-Pro_symICE__from__inoc2	0.4644084748
inoc4-2.noSI.rot__with__tRNA-Pro_symICE__from__inoc2__wrongdir	0.4361401329
inoc4-2.noSI.rot__with__tRNA-Val_symICE__from__11LoS18_3	0.4663613793
inoc4-2.noSI.rot__with__tRNA-Val_symICE__from__11LoS34_10	0.4862826713
inoc4-2.noSI.rot__with__tRNA-Val_symICE__from__11LoS34_2	0.4942653359
inoc4-2.noSI.rot__with__tRNA-Val_symICE__from__11LoS34_4	0.4769697160
inoc4-2.noSI.rot__with__tRNA-Val_symICE__from__11LoS34_6	0.4850228106
inoc4-2.noSI.rot__with__tRNA-Val_symICE__from__13LoS28_1	0.4880401853
inoc4-2.noSI.rot__with__tRNA-Val_symICE__from__13LoS70_1	0.4645436156
inoc4-2.noSI.rot__with__tRNA-Val_symICE__from__13LoS70_2	0.4710443303
inoc4-2.noSI.rot__with__tRNA-Val_symICE__from__B_diazoefficiensUSDA_122	0.4726027802
